Sample_ID	Subject_ID	Additional_sample_data	Age	Genotype	Gender	Diet	Sample	Condition	0_75_0_77	0_77_0_80	0_80_0_82	0_82_0_84	0_84_0_86	0_86_0_92	0_92_0_97	0_97_1_02	1_02_1_06	1_06_1_10	1_10_1_12	1_12_1_15	1_15_1_18	1_18_1_23	1_23_1_26	1_26_1_28	1_28_1_30	1_30_1_36	1_36_1_42	1_42_1_45	1_45_1_50	1_50_1_53	1_53_1_58	1_58_1_60	1_60_1_63	1_63_1_65	1_65_1_71	1_71_1_75	1_75_1_79	1_79_1_84	1_84_1_86	1_86_1_88	1_88_1_94	1_94_1_98	1_98_2_03	2_03_2_08	2_08_2_11	2_11_2_17	2_17_2_20	2_20_2_26	2_26_2_32	2_32_2_37	2_37_2_40	2_40_2_42	2_42_2_48	2_48_2_52	2_52_2_58	2_58_2_61	2_61_2_63	2_63_2_66	2_66_2_71	2_71_2_77	2_77_2_83	2_83_2_86	2_86_2_89	2_89_2_91	2_91_2_94	2_94_2_97	2_97_3_02	3_02_3_08	3_08_3_12	3_12_3_17	3_17_3_20	3_20_3_24	3_24_3_30	3_30_3_36	3_36_3_39	3_39_3_45	3_45_3_48	3_48_3_50	3_50_3_53	3_53_3_57	3_57_3_62	3_62_3_64	3_64_3_70	3_70_3_73	3_73_3_79	3_79_3_81	3_81_3_85	3_85_3_87	3_87_3_90	3_90_3_96	3_96_4_00	4_00_4_03	4_03_4_08	4_08_4_14	4_14_4_17	4_17_4_19	4_19_4_24	4_24_4_26	4_26_4_30	4_30_4_34	4_34_4_40	4_40_4_46	4_46_4_49	4_49_4_54	4_54_4_58	4_58_4_64	4_64_4_70	4_70_4_76	4_76_4_78	4_80_4_85	4_85_4_90	4_90_4_95	4_95_4_99	4_99_5_04	5_04_5_07	5_07_5_10	5_10_5_15	5_15_5_18	5_18_5_22	5_22_5_25	5_25_5_27	5_27_5_31	5_31_5_36	5_36_5_41	5_41_5_44	5_44_5_48	5_48_5_52	5_52_5_56	5_56_5_58	5_58_5_64	5_64_5_69	5_69_5_72	5_72_5_77	5_77_5_83	5_83_5_88	5_88_5_92	5_92_5_95	5_95_6_00	6_00_6_05	6_05_6_11	6_11_6_16	6_16_6_21	6_21_6_26	6_26_6_29	6_29_6_35	6_35_6_41	6_41_6_45	6_45_6_47	6_47_6_52	6_52_6_55	6_55_6_59	6_59_6_64	6_64_6_69	6_69_6_74	6_74_6_77	6_77_6_79	6_79_6_84	6_84_6_87	6_87_6_93	6_93_6_97	6_97_7_00	7_00_7_02	7_02_7_05	7_05_7_08	7_08_7_10	7_10_7_15	7_15_7_19	7_19_7_21	7_21_7_27	7_27_7_30	7_30_7_33	7_33_7_34	7_39_7_44	7_44_7_48	7_48_7_52	7_52_7_56	7_56_7_62	7_62_7_67	7_67_7_71	7_71_7_75	7_75_7_78	7_78_7_81	7_81_7_83	7_83_7_89	7_89_7_91	7_91_7_97	7_97_8_02	8_02_8_06	8_06_8_10	8_10_8_15	8_15_8_18	8_18_8_22	8_22_8_27	8_27_8_32	8_32_8_33	8_35_8_37	8_37_8_39	8_39_8_45	8_45_8_51	8_51_8_55	8_55_8_58	8_58_8_63	8_63_8_69	8_69_8_73	8_73_8_77	8_77_8_81	8_81_8_85	8_85_8_91	8_91_8_95	8_95_9_01	9_01_9_05	9_05_9_10	9_10_9_12	9_12_9_17	9_17_9_20	NMR_BINNED_DATA_END	END
B_37	-	{'Sample': 'Sample'}	5	APP	M	AL	Sample	5	0.56569	0.44075	0.50594	0.79611	1.5555	6.3536	5.2789	1.5946	1.1842	0.63433	0.19191	0.34223	1.4369	2.3282	1.5352	0.87477	0.81371	47.64	5.0274	1.4623	4.7529	0.91533	1.881	0.74698	1.1415	0.96182	3.6506	2.4474	1.5044	4.1689	0.79745	1.8746	451.69	4.3674	15.003	15.698	6.6806	22.02	2.3583	3.5885	11.564	22.153	2.7209	1.6561	12.436	4.89	3.9642	0.56146	0.3939	3.2197	7.465	1.0299	6.1203	0.39619	0.215	0.46635	1.1485	1.1848	10.258	32.96	1.171	1.3544	3.5421	19.48	29.793	2.0019	0	21.324	0.62441	0.34541	6.2708	11.503	13.21	4.0498	6.0982	2.4763	15.367	2.0053	4.8434	2.4972	3.1937	29.993	6.3558	4.7884	8.1527	9.982	2.5198	1.0094	3.1954	1.3715	2.8934	3.5063	4.496	2.7717	0.64167	2.0436	0.58223	0.31766	0	0	0.019395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05595	0	0	0	0	0	0.086076	0.055617	0	0	1.1465	0.56895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018617	0.041931	0.059449	0	0.52792	0.22	0.15058	0.67341	0.18439	0.34836	0.047752	0.4514	0.11347	0.0010428	0	0.36791	0	0	0	0	0	0	0.14932	0	0.19358	0.12154	0.028999	0.054027	0	0.06048	0.28327	1.3173	0.12954	0	0.12676	0.095181	2.7338	0.21321	0.36187	0.14308	0.42966	0	0.29468	0.1362	0.092042	0.022482	0.079854	0	0	0	0.10942	0.11297	0.18986	0		
B_38	-	{'Sample': 'Sample'}	5	APP	M	AL	Sample	5	0.43343	0.36012	0.64685	0.94881	1.5884	6.3749	5.4851	1.3152	1.1907	0.50852	0.19003	0.29714	0.50466	2.1902	0.99257	0.51121	0.63647	48.424	5.3315	1.552	4.6005	0.74201	1.3892	0.57671	1.0517	0.92553	3.4258	2.0984	0.86009	3.1705	0.37305	0.97595	428.51	5.2707	21.145	17.365	7.1487	22.399	2.5168	4.6136	10.947	23.689	2.1987	1.6402	12.478	6.7353	3.8766	0.65014	0.48737	3.1505	9.5471	1.3776	5.8457	0.50166	0.37137	0.44806	1.0142	1.0727	9.0919	30.791	1.3641	1.7172	3.7752	19.363	30.386	2.4852	0.092337	21.387	0.79993	0.27988	6.9425	11.856	13.898	4.1419	5.7266	2.1866	15.846	2.0087	4.9604	2.5425	3.4885	28.354	7.0353	4.8604	8.6675	10.016	2.8827	1.1768	3.4778	1.3852	3.1293	3.8287	5.7247	3.1681	0.85627	2.6024	0.76999	0.5142	0.082347	0.020756	0.063683	0.10033	0	0	0	0	0.037299	0	0	0	0	0	0	0.025067	0.0014327	0	0	0.059908	0	0	0	0.1665	0	0	0	0.0022276	0	0.31221	0.31159	0.40188	0	1.4124	0.98342	0	0	0	0.07923	0	0	0	0.11261	0	0	0	0	0.14894	0.084819	0.085078	0.063388	0.074564	0.44537	0.13594	0.12293	0.070798	0.076141	0.045768	0.14457	0.56253	0.44291	0.179	0.80572	0.55466	0.4189	0.069669	0.58934	0.24654	0.21594	0.24157	0.45083	0.20428	0.16433	0.12369	0.11179	0.054302	0.12281	0.28214	0	0.29785	0.3594	0.058154	0.1358	0.21711	0.21499	0.47384	1.317	0.17352	0.019959	0.31095	0.049754	2.147	0.32127	0.36997	0.33861	0.70362	0.39759	0.25386	0.21896	0.12938	0.23552	0.18283	0.22906	0.13965	0.23495	0.27341	0.116	0.28161	0.037891		
B_39	-	{'Sample': 'Sample'}	5	APP	M	AL	Sample	5	0.35685	0.20905	0.45843	0.70569	1.3735	4.8096	4.502	1.1681	1.012	0.3316	0.17445	0.2624	0.60177	2.1517	1.2314	0.58047	0.73537	47.844	4.5902	1.1595	4.1671	0.56462	1.0288	0.57453	0.77414	0.82	3.0702	1.9796	1.1113	3.9304	0.82341	1.7154	447.55	3.1389	20.815	15.976	5.4305	23.344	2.2256	3.2459	8.9174	22.079	2.2322	1.6154	12.921	6.7257	3.6583	0.45929	0.21297	2.3081	9.9596	1.0206	5.1193	0.14944	0.13822	0.24446	0.85695	0.97017	7.5221	33.43	0.81263	1.1129	2.5201	19.118	30.513	2.1085	0	21.324	0.78433	0.18544	6.7324	12.057	13.893	4.0757	5.654	1.9537	20.595	1.8981	4.584	2.6007	4.0874	30.831	6.4362	5.5423	8.5801	10.778	2.626	1.1177	3.4935	1.3096	3.1491	3.6628	6.2649	2.5248	0.69588	2.5593	0.64062	0.41161	0	0	0	0.17108	0	0	0	0	0.0037687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19274	0.12443	0.26458	0	1.0082	1.0866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11329	0	0	0	0.060367	0	0.01378	0.13883	0.15327	0.15551	0.4372	0.1663	0.22871	0.035643	0.8068	0.19923	0.097534	0.15703	0.30621	0	0	0.018989	0	0	0	0.12838	0.047917	0.24267	0.19972	0	0	0	0.071521	0.33381	1.2913	0.12577	0	0.16931	0	3.2568	0.39866	0.41475	0.42096	0.89706	0.25827	0.18395	0.13467	0.20597	0.24045	0.011909	0.15094	0.058724	0.046757	0.1573	0.04213	0.18793	0.061457		
B_4	-	{'Sample': 'Sample'}	5	APP	F	AL	Sample	5	0.44672	0.35841	0.52532	0.89425	1.4486	5.6487	5.1842	1.3556	1.339	0.64636	0.14593	0.27081	0.5339	1.9364	1.0061	0.53341	0.56694	36.313	5.2575	1.5094	4.1804	0.72327	1.116	0.59512	0.85985	0.87743	3.1298	1.8026	0.76281	3.1444	0.2182	0.75748	451.64	5.7618	18.157	17.891	7.3937	21.855	2.9717	3.9896	11.697	24.575	2.9805	1.6941	11.701	5.6705	4.2462	0.69236	0.55087	3.4971	9.3269	1.4084	7.045	0.64754	0.43025	0.52567	1.2115	1.2951	9.9667	29.627	1.5933	1.7048	3.3805	20.46	26.986	2.4171	0.12853	18.125	0.74847	0.29575	6.6347	12.023	13.572	4.0122	6.1655	2.106	14.732	2.0799	4.7739	2.4863	3.3801	27.527	7.302	5.1862	8.4579	8.4777	2.678	1.1143	3.5288	1.5036	3.0343	4.0915	5.577	2.6041	0.75612	2.6427	0.71102	0.68851	0.11178	0.041477	0	0	0.11443	0	0	0.045671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31035	0	0	0	0	0	0.26057	0.20937	0.37631	0.12017	1.2259	1.4023	0.13384	0	0	0.039058	0	0.04404	0	0.010293	0	0	0.07493	0	0	0.017101	0.027594	0.012404	0.13563	0.15687	0.19334	0	0.094419	0.010017	0.22962	0.16914	0.69928	0.23413	0.17778	0.68684	0.46988	0.48787	0.065743	0.49302	0.31633	0.10457	0.23005	0.35953	0.15434	0.15275	0.1777	0.14922	0.0056464	0.043032	0.1645	0.14918	0.49137	0.48136	0.012116	0.20099	0.43525	0.16688	0.46282	1.5497	0.24309	0.048229	0.20921	0.056441	2.7434	0.34135	0.70691	0.28916	1.0714	0.17839	0.39021	0.33999	0.18347	0.26674	0.35482	0.31982	0.43147	0.056221	0.36287	0.082773	0.41751	0		
B_40	-	{'Sample': 'Sample'}	5	APP	M	AL	Sample	5	0.30227	0.19186	0.24975	0.59429	1.3302	4.6027	4.1272	0.83112	0.85166	0.023599	0.025889	0.15017	0.35348	1.6935	0.65089	0.21522	0.34611	35.519	4.1934	1.1614	4.2983	0.47086	0.88027	0.43286	0.66107	0.63444	2.8186	1.5034	0.93055	3.4612	0.44919	1.2308	487.83	3.9758	24.526	16.862	7.0583	21.277	2.3742	3.1827	9.8012	24.214	2.4877	1.4595	11.601	7.2619	3.6717	0.50909	0.25503	2.9076	10.751	1.1523	5.5826	0.1149	0.11304	0.13822	0.7131	1.0412	8.0828	31.996	0.95108	1.1871	3.6941	16.986	28.722	1.9445	0	20.872	0.62857	0.20608	5.9215	11.513	11.784	3.6425	4.9429	1.6881	14.951	1.8661	5.0576	2.5043	3.0396	29.016	6.6474	4.1797	7.6837	7.9737	2.4669	0.9985	3.2802	1.1409	3.5387	3.0727	6.1931	3.0652	0.63593	2.01	0.3851	0.13338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4511	0.5265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1315	0	0	0.14587	0.20272	0.19577	0.03488	0.43227	0	0.054785	0.034657	0.15568	0	0	0	0	0	0	0.078821	0	0.061326	0	0	0	0	0	0.15255	1.1184	0	0	0.11628	0	3.0562	0.10028	0.2781	0.0095722	0.49294	0.01704	0.14241	0	0	0.16791	0	0.066154	0	0	0.003954	0.013149	0.052353	0.059396		
B_41	-	{'Sample': 'Sample'}	5	APP	M	AL	Sample	5	0.61688	0.4693	0.68088	0.90597	1.649	6.0787	5.6893	1.3935	1.2739	0.47085	0.1968	0.20945	0.65601	2.1888	1.0954	0.61809	0.74697	41.763	5.464	1.5634	4.5763	0.71085	1.5247	0.61079	1.0813	0.94061	3.6808	2.1367	1.3452	3.7186	0.75034	1.7558	455.65	4.287	16.046	16.251	7.0533	21.353	2.3533	4.3273	11.111	22.802	2.0128	1.6671	11.817	5.4147	3.7326	0.43881	0.42344	4.0544	9.0878	1.0814	7.8712	0.21136	0.15962	0.3546	0.74974	0.94685	9.3971	32.491	1.0986	1.5473	4.4911	17.67	31.398	2.1913	0	22.873	0.86787	0.21432	6.4307	11.329	12.787	3.9619	5.2142	2.0577	14.633	2.1826	5.15	2.3215	3.4257	29.589	6.6196	4.7499	8.6171	9.4301	2.9596	1.0119	3.4169	1.2843	2.9835	3.3071	4.8037	2.9902	0.67516	2.2346	0.61709	0.51105	0	0	0	0.07033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10298	0	0	0	0	0	0.063341	0	0.1555	0	1.2069	0.66588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040896	0.041959	0.12123	0.32383	0.12803	0.13553	0.56123	0.16392	0.26141	0.10746	0.47873	0.10409	0.070292	0.052472	0.36251	0	0	0	0	0	0	0.21336	0	0.17855	0.32126	0	0.034696	0.022661	0.026961	0.034178	1.1733	0	0	0.29231	0	2.7207	0.234	0.35627	0.39815	0.44753	0.19606	0.31492	0.017036	0	0.060762	0.16746	0.1547	0.064175	0	0	0	0	0.003839		
B_42	-	{'Sample': 'Sample'}	5	APP	M	CR	Sample	5	0.20967	0.13346	0.21443	0.59888	1.1892	4.1609	4.1068	1.0836	0.88764	0.048009	0	0.08525	0.37532	1.5942	0.64416	0.15247	0.28003	40.91	3.9032	1.0099	3.9268	0.39345	0.49525	0.25817	0.46251	0.5715	2.3863	1.2017	0.51172	2.8357	0.01815	0.72672	491.71	5.2643	21.254	15.971	6.7488	21.427	2.1734	3.2287	11.786	22.683	2.4107	1.4532	12.212	5.9569	3.4983	0.44939	0.20176	2.3666	8.511	0.7476	3.9768	0.17227	0.09989	0.19634	0.98075	0.93417	9.9367	30.926	0.84773	1.0024	3.409	15.372	29.318	1.946	0	21.487	0.56823	0.15981	5.9755	11.027	11.979	4.0027	4.8436	1.8182	16.251	1.8444	4.4885	1.645	2.7138	26.65	6.3936	4.1632	7.7807	10.401	2.3954	1.1544	2.899	1.1745	3.5497	3.2595	5.7885	3.0039	0.75411	2.2044	0.79605	0.57999	0.099612	0.03874	0.13273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030219	0.091198	0	1.3718	0.40351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092919	0	0.010486	0	0	0	0	0	0	0.16699	0.088658	0.018918	0.35218	0	0	0	0.49584	0.19461	0.056184	0.22007	0.15866	0	0	0.052786	0.078221	0	0	0.19151	0	0.19784	0.10733	0	0	0	0.014669	0.57761	1.3346	0	0	0.016172	3.4876	0.82437	0.36682	0.43811	0.15701	0.35866	0.21755	0.25688	0.074451	0.0054431	0.21386	0.047523	0.14752	0	0.097544	0.039725	0.045662	0.32522	0		
B_43	-	{'Sample': 'Sample'}	5	APP	M	CR	Sample	5	0.37422	0.30297	0.38995	0.74337	1.298	4.6786	4.455	1.1501	1.1134	0.39086	0.10718	0.27649	0.47907	1.7423	0.75528	0.30752	0.56149	36.348	3.9557	1.1611	4.0488	0.57114	0.89702	0.49916	0.76149	0.6749	2.8588	1.6308	0.99018	3.3241	0.48364	1.3848	438.68	3.7649	22.416	16.562	5.9939	22.984	2.3687	3.7826	10.481	23.263	2.5658	1.6301	12.457	7.3273	4.0431	0.50185	0.33372	2.7213	10.854	1.285	5.8516	0.3771	0.39637	0.47937	1.0133	1.1706	8.9495	35.065	1.3922	1.4551	3.8417	17.132	31.147	2.3006	0.01347	23.146	1.0476	0.32981	6.3419	11.397	12.539	3.759	5.4045	2.0521	19.954	2.0991	4.9502	2.538	3.9892	31.643	6.4521	4.9702	8.2193	9.0306	2.5938	1.1176	3.6989	1.2271	3.6343	3.4058	6.4886	3.1244	0.90291	2.7339	0.84912	0.852	0.17187	0.15468	0.18644	0.22448	0	0	0	0.014615	0	0.083498	0	0	0.037725	0	0	0	0	0	0	0.056575	0	0.055274	0	0.30609	0	0	0	0	0	0.39962	0.18779	0.27901	0.050455	1.5849	0.97081	0	0	0.04739	0	0	0	0.035564	0.077657	0.026357	0.14063	0.21352	0.04106	0	0	0	0.14281	0.10084	0.10138	0.12905	0.011473	0.096757	0.075466	0.21386	0.1397	0.55934	0.22541	0.11862	0.70382	0.17836	0.32422	0.098442	0.98351	0.38637	0.11674	0.31637	0.46587	0.39423	0.14037	0.025468	0.15046	0.073605	0.075704	0.44868	0.0089959	0.54198	0.24734	0.1343	0.15492	0.23851	0.11499	0.67697	1.6269	0.17121	0	0.29461	0.15281	3.6939	0.50531	0.44652	0.49065	0.83606	0.35943	0.27199	0.2191	0.3193	0.33545	0.27357	0.34329	0.29162	0.27915	0.30501	0.1521	0.47449	0.087826		
B_44	-	{'Sample': 'Sample'}	5	APP	M	CR	Sample	5	0.4661	0.29036	0.48114	0.75626	1.3542	4.8984	4.7259	1.2758	1.185	0.48425	0.16176	0.16923	0.59451	1.8676	0.78945	0.39766	0.64368	38.76	4.4611	1.3351	4.4435	0.5389	1.2183	0.59981	0.79668	0.77835	3.1079	1.7942	1.2095	3.8086	0.51103	1.4102	448.96	4.2015	21.795	15.834	6.2408	23.011	2.4811	3.4503	10.919	22.313	2.4884	1.7958	13.337	7.1859	4.0244	0.6721	0.36813	2.7052	9.7947	1.4725	5.1098	0.47256	0.40001	0.50265	1.0411	1.1402	9.3938	33.081	1.5166	1.5238	4.5391	15.611	30.29	2.343	0.03215	22.833	0.77733	0.3077	6.2047	10.896	11.661	3.7175	4.9877	2.155	17.5	2.0101	5.1032	2.5937	3.4477	29.464	6.0318	4.2359	7.8074	8.3736	2.4586	1.0666	3.135	1.0952	3.6476	3.2446	5.8621	3.0998	0.8449	2.2193	0.65273	0.56019	0.18002	0.072676	0.058227	0	0	0.053949	0	0.0047669	0	0.042512	0	0.006389	0	0	0	0	0	0	0.0099186	0.088328	0.093135	0	0	0.2342	0.066295	0	0	0.094719	0	0.30737	0.15638	0.42369	0.028243	1.7987	0.76342	0.0033951	0	0.071212	0	0.014638	0.054427	0	0.13423	0.025855	0	0.096072	0.015621	0.025953	0.13502	0.083099	0.25407	0.10773	0.3345	0.072837	0.12131	0.10321	0.035734	0.057756	0.15287	0.65018	0.29003	0.21195	0.74793	0.32868	0.30415	0.089108	0.86687	0.28227	0.1782	0.30292	0.50241	0.31667	0.065423	0.21227	0.023248	0.11693	0.13491	0.53563	0.10808	0.53652	0.41486	0.11777	0.1687	0.32012	0.24791	0.45141	1.5899	0.4151	0.010296	0.40821	0.14635	3.1874	0.40762	0.33165	0.38491	0.79059	0.46359	0.45288	0.38065	0.20796	0.33537	0.33155	0.36073	0.33258	0.19978	0.26729	0.15364	0.58285	0		
B_45	-	{'Sample': 'Sample'}	5	APP	M	CR	Sample	5	0.40615	0.29451	0.42532	0.81625	1.394	4.8039	4.6011	1.2043	1.2386	0.39427	0.258	0.14897	0.73081	2.0079	1.0028	0.50055	0.65135	41.602	4.0811	1.0866	4.6289	0.6481	0.85118	0.46264	0.73167	0.72289	3.0024	1.8699	0.96816	3.6198	0.53288	1.4236	448.19	4.3751	23.633	17.079	7.4625	22.228	2.3271	3.299	12.076	24.283	2.5841	1.8035	12.839	7.3814	3.4759	0.53838	0.33702	2.6497	10.506	1.0828	5.0277	0.31303	0.32037	0.28569	0.85097	1.1067	10.659	34.318	1.1421	1.4578	4.392	17.348	32.692	1.9942	0	24.558	0.64122	0.20118	6.3178	11.357	12.219	3.8522	4.9749	1.9822	15.996	1.8964	5.0323	2.4651	3.1133	31.477	6.3424	4.0611	7.7856	10.122	2.6181	0.96027	2.892	1.1702	3.6578	3.1275	5.9362	3.0095	0.59939	1.8372	0.48802	0.11842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054789	0	0	0	0	0	0.027271	0	0.016611	0	1.4002	0.55665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076414	0	0.00076888	0	0	0	0	0.020862	0.066249	0.44745	0.068925	0.085501	0.12973	0.19523	0.078463	0.016449	0.17398	0	0	0	0.31513	0	0.000028247	0	0	0	0.0032337	0.0028942	0.069911	0.3193	0.23003	0	0	0	0.082956	0.2644	1.2002	0	0	0.83086	3.1475	0.50915	0.018097	0.2576	0.071845	0.31689	0.24137	0.25132	0	0	0.051476	0.028395	0.11162	0	0	0	0	0.21524	0.13083		
B_46	-	{'Sample': 'Sample'}	5	APP	M	CR	Sample	5	0.22692	0.14301	0.29267	0.62093	1.2191	4.7184	4.5491	0.96935	1.1736	0.25456	0.064613	0.15255	0.68167	1.608	0.73366	0.39728	0.49068	43.526	4.3396	1.1146	4.401	0.4971	1.1081	0.55255	0.80606	0.71471	2.8727	1.5694	0.79838	3.3628	0.35154	1.2372	459.64	4.1355	22.946	17.547	7.2708	24.071	2.3662	3.0958	9.4621	25.848	2.676	1.7354	13.611	7.2036	3.7774	0.61385	0.30724	2.6623	9.8523	1.0771	4.6038	0.28047	0.26812	0.35058	0.94021	1.1995	8.0934	33.875	1.047	1.2545	3.0921	17.283	30.433	2.0087	0.014091	21.735	0.68833	0.19867	6.3936	11.283	12.849	3.7977	5.3743	2.009	16.694	1.9368	4.4438	2.5615	2.9974	30.603	6.073	4.9252	8.0002	9.2246	2.2855	0.95763	3.2707	1.1155	3.1302	3.3232	6.1602	2.6003	0.73529	2.2347	0.33353	0.33343	0	0	0.0090308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086673	0	0	0	0	0	0	0.093439	0.13946	0	1.0149	0.98702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023202	0.2326	0.19075	0	0.5198	0.18426	0.10499	0.015219	0.26468	0.015426	0	0	0.20758	0	0	0	0.0092714	0	0	0.18195	0.0025075	0.072481	0.23819	0	0	0	0.04464	0.3511	1.2852	0.001084	0	0	0	2.9221	0.096272	0.32702	0.20268	0.8004	0.074635	0.27757	0.10547	0.026817	0.21879	0	0.083537	0	0.036782	0.015013	0	0.079114	0		
B_47	-	{'Sample': 'Sample'}	15	APP	M	AL	Sample	15	0.43565	0.32974	0.45453	0.81177	1.5862	5.8941	4.8955	1.2827	1.1118	0.53674	0.21805	0.37303	0.68899	2.6902	3.8821	1.0971	1.0888	48.417	4.3255	1.2942	4.7325	0.75616	1.3034	0.63089	1.0199	0.80935	2.803	1.8159	1.0091	3.19	0.26875	1.1812	437.48	4.4775	21.81	16.165	5.964	23.008	2.4346	3.8808	10.217	22.041	2.3539	1.7259	13.447	7.338	3.6348	0.50526	0.32094	2.8902	9.5188	1.2261	4.623	0.36576	0.34031	0.36601	0.73152	0.84888	8.6724	34.242	1.0433	1.4734	4.0073	15.731	29.282	2.3437	0.074022	20.959	0.62167	0.17634	6.6728	11.504	12.771	4.0503	5.2698	1.882	16.89	1.9972	4.0843	2.1266	3.1228	30.407	5.6532	4.5515	8.1148	11.52	2.4851	1.1417	2.8796	1.2807	3.133	3.351	6.3557	2.4692	0.68875	2.1104	0.33381	0.39396	0	0	0.10729	0.16366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17909	0.13923	0.10576	0	0.8394	1.1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02564	0.11076	0.058729	0.24317	0.086068	0	0.040419	0.029203	0.079586	0.068879	0.65177	0.13163	0.16109	0.56192	0.32958	0.45196	0.062022	0.71057	0.38204	0.13127	0.22406	0.55704	0.20529	0.19348	0.10015	0.21145	0.12332	0.097036	0.48644	0.12226	0.49545	0.29922	0.045527	0.17955	0.27661	0.14995	0.58083	1.6174	0.16155	0	0.51034	1.2933	3.347	0.39452	0.57733	0.50439	1.0082	0.55723	0.45436	0.42583	0.29398	0.37337	0.2998	0.39386	0.52983	0.29506	0.22807	0.12371	0.57622	0.20544		
B_48	-	{'Sample': 'Sample'}	15	APP	M	AL	Sample	15	0.42454	0.30647	0.41242	0.66803	1.26	4.0521	4.2074	1.0844	1.1186	0.37496	0.11898	0.28262	0.43569	1.5816	0.98287	0.5401	0.60633	51.278	3.9365	1.2454	4.2359	0.72488	1.1837	0.51226	0.80945	0.76129	2.9841	1.8073	1.2947	4.0318	0.77655	1.5461	456.14	3.4355	20.658	15.472	6.1249	22.231	2.2081	3.5884	8.6635	23.258	2.7742	1.5625	12.141	6.7146	3.7985	0.57272	0.46057	2.5922	9.8115	1.0201	5.581	0.29097	0.22521	0.40576	1.1432	1.1201	7.5027	35.01	1.1597	1.3312	2.6701	18.601	28.669	2.2202	0.10695	20.711	0.7389	0.34396	5.6171	10.083	12.015	3.5222	5.7944	1.9025	17.98	1.9286	4.4121	2.4034	3.3843	31.632	5.5827	5.2174	7.0438	9.7648	2.1676	0.94083	3.3424	1.1743	2.6889	3.4592	5.9603	2.3155	0.74893	2.3817	0.59467	0.37794	0	0	0	0.22718	0	0	0	0	0	0	0	0	0	0	0	0	0.04521	0	0	0	0	0	0	0.056077	0	0	0	0	0	0.16051	0.056402	0.13892	0.098766	1.4455	1.1917	0	0	0	0	0	0	0	0	0.064824	0	0	0	0	0.025014	0	0.079389	0	0.071615	0.088621	0.036313	0	0.0079741	0.14181	0.10747	0.56037	0.11738	0.13695	0.54759	0.29974	0.33446	0.0097026	0.56041	0.15898	0.26697	0.14412	0.35705	0.009331	0.022603	0.038565	0.08699	0.050847	0.041866	0.25167	0.12658	0.34981	0.26537	0.028279	0	0.11226	0.26708	0.52974	1.4655	0.10515	0.0017	0.2276	0.02219	2.8761	0.34531	0.42985	0.16681	1.082	0.24032	0.23135	0.088039	0.095811	0.29889	0.069687	0.20672	0.12139	0.22935	0.14456	0.073585	0.51386	0.17137		
